,time (hours),Agg Mem demand(%)
194,16.166666666666668,28.9375
195,16.25,28.9375
196,16.333333333333332,29.1875
197,16.416666666666668,29.1875
198,16.5,27.375
199,16.583333333333332,27.875
200,16.666666666666668,27.875
201,16.75,27.875
202,16.833333333333332,29.4375
203,16.916666666666668,30.46875
204,17.0,30.21875
205,17.083333333333332,29.4375
206,17.166666666666668,29.1875
207,17.25,28.90625
208,17.333333333333332,28.65625
209,17.416666666666668,29.4375
210,17.5,30.1875
211,17.583333333333332,30.96875
212,17.666666666666668,30.71875
213,17.75,29.6875
214,17.833333333333332,29.9375
215,17.916666666666668,30.1875
216,18.0,30.1875
217,18.083333333333332,32.78125
218,18.166666666666668,33.8125
219,18.25,33.8125
220,18.333333333333332,33.8125
221,18.416666666666668,34.3125
222,18.5,35.875
223,18.583333333333332,35.875
224,18.666666666666668,36.125
225,18.75,36.125
226,18.833333333333332,35.875
227,18.916666666666668,34.5625
228,19.0,34.3125
229,19.083333333333332,36.125
230,19.166666666666668,36.125
231,19.25,36.125
232,19.333333333333332,36.375
233,19.416666666666668,36.125
234,19.5,36.125
235,19.583333333333332,36.125
236,19.666666666666668,35.875
237,19.75,36.125
238,19.833333333333332,35.875
239,19.916666666666668,35.375
240,20.0,35.125
241,20.083333333333332,35.375
242,20.166666666666668,35.375
243,20.25,36.15625
244,20.333333333333332,35.90625
245,20.416666666666668,35.65625
246,20.5,36.15625
247,20.583333333333332,36.15625
248,20.666666666666668,38.5
249,20.75,38.5
250,20.833333333333332,38.5
251,20.916666666666668,38.21875
252,21.0,39.0
253,21.083333333333332,38.75
254,21.166666666666668,39.0
255,21.25,40.03125
256,21.333333333333332,40.28125
257,21.416666666666668,40.28125
258,21.5,40.03125
259,21.583333333333332,41.0625
260,21.666666666666668,41.3125
261,21.75,43.625
262,21.833333333333332,43.875
263,21.916666666666668,45.4375
264,22.0,45.1875
265,22.083333333333332,47.53125
266,22.166666666666668,47.78125
267,22.25,47.25
268,22.333333333333332,46.46875
269,22.416666666666668,46.46875
270,22.5,46.21875
271,22.583333333333332,46.21875
272,22.666666666666668,46.46875
273,22.75,46.71875
274,22.833333333333332,45.9375
275,22.916666666666668,45.6875
276,23.0,44.375
277,23.083333333333332,44.375
278,23.166666666666668,42.8125
279,23.25,42.3125
280,23.333333333333332,40.21875
281,23.416666666666668,38.125
282,23.5,36.3125
283,23.583333333333332,36.3125
284,23.666666666666668,36.5625
285,23.75,37.34375
286,23.833333333333332,37.59375
287,23.916666666666668,36.8125
288,24.0,36.8125
289,24.083333333333332,39.15625
290,24.166666666666668,39.40625
291,24.25,39.40625
292,24.333333333333332,40.71875
293,24.416666666666668,40.46875
294,24.5,40.71875
295,24.583333333333332,40.71875
296,24.666666666666668,40.46875
297,24.75,40.46875
298,24.833333333333332,38.90625
299,24.916666666666668,39.15625
300,25.0,39.15625
301,25.083333333333332,39.15625
302,25.166666666666668,39.9375
303,25.25,40.4375
304,25.333333333333332,39.125
305,25.416666666666668,39.125
306,25.5,38.875
307,25.583333333333332,39.125
308,25.666666666666668,38.09375
309,25.75,38.875
310,25.833333333333332,36.0
311,25.916666666666668,37.03125
312,26.0,36.78125
313,26.083333333333332,37.03125
314,26.166666666666668,37.03125
315,26.25,39.375
316,26.333333333333332,37.8125
317,26.416666666666668,38.0625
318,26.5,36.5
319,26.583333333333332,38.0625
320,26.666666666666668,38.3125
321,26.75,37.53125
322,26.833333333333332,36.21875
323,26.916666666666668,35.96875
324,27.0,36.21875
325,27.083333333333332,37.25
326,27.166666666666668,37.25
327,27.25,37.78125
328,27.333333333333332,35.71875
329,27.416666666666668,35.71875
330,27.5,35.71875
331,27.583333333333332,36.25
332,27.666666666666668,36.25
333,27.75,35.75
334,27.833333333333332,35.5
335,27.916666666666668,36.78125
336,28.0,36.78125
337,28.083333333333332,36.78125
338,28.166666666666668,36.78125
339,28.25,36.78125
340,28.333333333333332,36.78125
341,28.416666666666668,36.0
342,28.5,38.59375
343,28.583333333333332,38.34375
344,28.666666666666668,38.34375
345,28.75,37.3125
346,28.833333333333332,37.5625
347,28.916666666666668,37.3125
348,29.0,38.09375
349,29.083333333333332,35.5
350,29.166666666666668,35.25
351,29.25,35.25
352,29.333333333333332,33.6875
353,29.416666666666668,35.0
354,29.5,35.0
355,29.583333333333332,35.25
356,29.666666666666668,35.25
357,29.75,34.46875
358,29.833333333333332,34.46875
359,29.916666666666668,34.46875
360,30.0,34.71875
361,30.083333333333332,36.53125
362,30.166666666666668,36.78125
363,30.25,37.5625
364,30.333333333333332,37.5625
365,30.416666666666668,38.0625
366,30.5,39.625
367,30.583333333333332,40.40625
368,30.666666666666668,40.40625
369,30.75,40.40625
370,30.833333333333332,40.15625
371,30.916666666666668,40.40625
372,31.0,41.1875
373,31.083333333333332,40.65625
374,31.166666666666668,39.875
375,31.25,40.65625
376,31.333333333333332,40.40625
377,31.416666666666668,40.65625
378,31.5,40.90625
379,31.583333333333332,40.90625
380,31.666666666666668,42.21875
381,31.75,42.21875
382,31.833333333333332,42.21875
383,31.916666666666668,41.96875
384,32.0,41.71875
385,32.083333333333336,41.71875
386,32.166666666666664,41.21875
387,32.25,43.28125
388,32.333333333333336,43.28125
389,32.416666666666664,43.28125
390,32.5,45.625
391,32.583333333333336,45.625
392,32.666666666666664,45.875
393,32.75,44.3125
394,32.833333333333336,43.78125
395,32.916666666666664,45.0625
396,33.0,44.8125
397,33.083333333333336,44.8125
398,33.166666666666664,45.84375
399,33.25,44.8125
400,33.333333333333336,44.28125
401,33.416666666666664,44.53125
402,33.5,44.8125
403,33.583333333333336,44.5625
404,33.666666666666664,44.5625
405,33.75,44.3125
406,33.833333333333336,43.8125
407,33.916666666666664,43.28125
408,34.0,43.28125
409,34.083333333333336,43.28125
410,34.166666666666664,43.03125
411,34.25,43.28125
412,34.333333333333336,43.28125
413,34.416666666666664,43.28125
414,34.5,43.53125
415,34.583333333333336,43.28125
416,34.666666666666664,42.5
417,34.75,42.25
418,34.833333333333336,42.25
419,34.916666666666664,42.5
420,35.0,42.5
421,35.083333333333336,44.0625
422,35.166666666666664,44.0625
423,35.25,44.0625
424,35.333333333333336,43.8125
425,35.416666666666664,43.5625
426,35.5,43.5625
427,35.583333333333336,43.3125
428,35.666666666666664,43.5625
429,35.75,43.5625
430,35.833333333333336,40.96875
431,35.916666666666664,41.75
432,36.0,42.25
433,36.083333333333336,43.28125
434,36.166666666666664,43.53125
435,36.25,43.53125
436,36.333333333333336,40.15625
437,36.416666666666664,39.90625
438,36.5,39.90625
439,36.583333333333336,39.65625
440,36.666666666666664,39.65625
441,36.75,38.09375
442,36.833333333333336,38.625
443,36.916666666666664,39.125
444,37.0,41.71875
445,37.083333333333336,40.6875
446,37.166666666666664,40.4375
447,37.25,40.4375
448,37.333333333333336,41.75
449,37.416666666666664,41.75
450,37.5,40.1875
451,37.583333333333336,37.59375
452,37.666666666666664,37.34375
453,37.75,37.09375
454,37.833333333333336,37.34375
455,37.916666666666664,37.34375
456,38.0,37.34375
457,38.083333333333336,38.90625
458,38.166666666666664,40.1875
459,38.25,40.1875
460,38.333333333333336,40.1875
461,38.416666666666664,40.1875
462,38.5,39.9375
463,38.583333333333336,40.1875
464,38.666666666666664,40.4375
465,38.75,41.46875
466,38.833333333333336,41.71875
467,38.916666666666664,41.96875
468,39.0,43.25
469,39.083333333333336,43.25
470,39.166666666666664,43.75
471,39.25,43.75
472,39.333333333333336,43.75
473,39.416666666666664,43.0
474,39.5,43.28125
475,39.583333333333336,43.28125
476,39.666666666666664,40.9375
477,39.75,40.6875
478,39.833333333333336,40.4375
479,39.916666666666664,39.9375
480,40.0,39.9375
481,40.083333333333336,39.9375
482,40.166666666666664,40.1875
483,40.25,40.1875
484,40.333333333333336,41.75
485,40.416666666666664,42.0
486,40.5,41.75
487,40.583333333333336,41.75
488,40.666666666666664,40.96875
489,40.75,40.71875
490,40.833333333333336,40.71875
491,40.916666666666664,41.25
492,41.0,41.5
493,41.083333333333336,41.75
494,41.166666666666664,41.75
495,41.25,41.5
496,41.333333333333336,41.5
497,41.416666666666664,42.8125
498,41.5,42.8125
499,41.583333333333336,43.0625
500,41.666666666666664,44.34375
501,41.75,44.59375
502,41.833333333333336,45.625
503,41.916666666666664,45.375
504,42.0,44.84375
505,42.083333333333336,44.84375
506,42.166666666666664,44.84375
507,42.25,43.28125
508,42.333333333333336,44.0625
509,42.416666666666664,44.3125
510,42.5,43.25
511,42.583333333333336,43.0
512,42.666666666666664,42.75
513,42.75,43.78125
514,42.833333333333336,43.53125
515,42.916666666666664,43.78125
516,43.0,43.78125
517,43.083333333333336,44.0625
518,43.166666666666664,43.8125
519,43.25,43.5625
520,43.333333333333336,43.0625
521,43.416666666666664,43.5625
522,43.5,44.34375
523,43.583333333333336,43.5625
524,43.666666666666664,44.0625
525,43.75,44.0625
526,43.833333333333336,45.875
527,43.916666666666664,44.3125
528,44.0,46.65625
529,44.083333333333336,46.65625
530,44.166666666666664,46.65625
531,44.25,44.0625
532,44.333333333333336,43.8125
533,44.416666666666664,42.25
534,44.5,42.0
535,44.583333333333336,41.75
536,44.666666666666664,41.75
537,44.75,39.40625
538,44.833333333333336,39.15625
539,44.916666666666664,39.40625
540,45.0,40.1875
541,45.083333333333336,40.1875
542,45.166666666666664,40.1875
543,45.25,40.1875
544,45.333333333333336,40.4375
545,45.416666666666664,39.40625
546,45.5,39.40625
547,45.583333333333336,39.40625
548,45.666666666666664,39.40625
549,45.75,39.40625
550,45.833333333333336,39.15625
551,45.916666666666664,39.40625
552,46.0,39.15625
553,46.083333333333336,39.40625
554,46.166666666666664,39.15625
555,46.25,38.90625
556,46.333333333333336,38.65625
557,46.416666666666664,39.1875
558,46.5,39.6875
559,46.583333333333336,38.9375
560,46.666666666666664,38.9375
561,46.75,39.71875
562,46.833333333333336,40.21875
563,46.916666666666664,40.21875
564,47.0,41.25
565,47.083333333333336,41.75
566,47.166666666666664,41.75
567,47.25,41.75
568,47.333333333333336,43.3125
569,47.416666666666664,43.5625
570,47.5,45.375
571,47.583333333333336,45.375
572,47.666666666666664,45.625
573,47.75,47.6875
574,47.833333333333336,47.9375
575,47.916666666666664,47.9375
576,48.0,48.46875
577,48.083333333333336,48.71875
578,48.166666666666664,47.40625
579,48.25,47.65625
580,48.333333333333336,47.40625
581,48.416666666666664,47.65625
582,48.5,48.6875
583,48.583333333333336,48.9375
584,48.666666666666664,48.15625
585,48.75,48.15625
586,48.833333333333336,48.15625
587,48.916666666666664,48.15625
588,49.0,48.40625
589,49.083333333333336,48.9375
590,49.166666666666664,48.40625
591,49.25,48.40625
592,49.333333333333336,46.84375
593,49.416666666666664,47.625
594,49.5,47.625
595,49.583333333333336,47.875
596,49.666666666666664,49.6875
597,49.75,49.15625
598,49.833333333333336,49.15625
599,49.916666666666664,48.625
600,50.0,48.625
601,50.083333333333336,48.375
602,50.166666666666664,47.59375
603,50.25,47.34375
604,50.333333333333336,47.34375
605,50.416666666666664,44.21875
606,50.5,44.21875
607,50.583333333333336,43.96875
608,50.666666666666664,44.21875
609,50.75,44.21875
610,50.833333333333336,44.21875
611,50.916666666666664,45.78125
612,51.0,46.03125
613,51.083333333333336,47.0625
614,51.166666666666664,46.5625
615,51.25,46.5625
616,51.333333333333336,46.8125
617,51.416666666666664,47.0625
618,51.5,46.5625
619,51.583333333333336,46.3125
620,51.666666666666664,46.84375
621,51.75,46.0625
622,51.833333333333336,46.3125
623,51.916666666666664,47.34375
624,52.0,47.34375
625,52.083333333333336,47.34375
626,52.166666666666664,47.875
627,52.25,49.40625
628,52.333333333333336,49.65625
629,52.416666666666664,49.65625
630,52.5,49.65625
631,52.583333333333336,49.40625
632,52.666666666666664,50.71875
633,52.75,50.96875
634,52.833333333333336,50.4375
635,52.916666666666664,50.4375
636,53.0,50.1875
637,53.083333333333336,49.40625
638,53.166666666666664,49.65625
639,53.25,49.90625
640,53.333333333333336,49.90625
641,53.416666666666664,49.90625
642,53.5,49.65625
643,53.583333333333336,49.40625
644,53.666666666666664,48.90625
645,53.75,46.5625
646,53.833333333333336,46.5625
647,53.916666666666664,48.125
648,54.0,48.375
649,54.083333333333336,48.375
650,54.166666666666664,48.625
651,54.25,48.625
652,54.333333333333336,48.625
653,54.416666666666664,48.625
654,54.5,49.65625
655,54.583333333333336,52.0
656,54.666666666666664,52.0
657,54.75,52.25
658,54.833333333333336,52.78125
659,54.916666666666664,52.78125
660,55.0,52.78125
661,55.083333333333336,51.46875
662,55.166666666666664,51.71875
663,55.25,51.96875
664,55.333333333333336,52.21875
665,55.416666666666664,52.21875
666,55.5,51.71875
667,55.583333333333336,52.5
668,55.666666666666664,52.25
669,55.75,52.25
670,55.833333333333336,52.5
671,55.916666666666664,51.71875
672,56.0,51.71875
673,56.083333333333336,51.71875
674,56.166666666666664,52.5
675,56.25,52.25
676,56.333333333333336,52.5
677,56.416666666666664,52.25
678,56.5,52.5
679,56.583333333333336,52.0
680,56.666666666666664,52.0
681,56.75,51.75
682,56.833333333333336,51.75
683,56.916666666666664,49.9375
684,57.0,49.6875
685,57.083333333333336,49.6875
686,57.166666666666664,49.4375
687,57.25,49.1875
688,57.333333333333336,51.0
689,57.416666666666664,50.75
690,57.5,53.34375
691,57.583333333333336,53.09375
692,57.666666666666664,52.84375
693,57.75,53.625
694,57.833333333333336,50.78125
695,57.916666666666664,50.78125
696,58.0,49.46875
697,58.083333333333336,49.21875
698,58.166666666666664,49.21875
699,58.25,49.21875
700,58.333333333333336,49.21875
701,58.416666666666664,49.46875
702,58.5,50.5
703,58.583333333333336,50.5
704,58.666666666666664,50.75
705,58.75,51.53125
706,58.833333333333336,51.78125
707,58.916666666666664,52.5625
708,59.0,52.5625
709,59.083333333333336,50.21875
710,59.166666666666664,50.21875
711,59.25,48.40625
712,59.333333333333336,47.875
713,59.416666666666664,48.125
714,59.5,47.34375
715,59.583333333333336,48.90625
716,59.666666666666664,46.0625
717,59.75,46.0625
718,59.833333333333336,44.25
719,59.916666666666664,44.5
720,60.0,44.5
721,60.083333333333336,44.0
722,60.166666666666664,46.34375
723,60.25,45.5625
724,60.333333333333336,45.5625
725,60.416666666666664,44.53125
726,60.5,44.28125
727,60.583333333333336,44.53125
728,60.666666666666664,44.78125
729,60.75,42.4375
730,60.833333333333336,42.4375
731,60.916666666666664,43.75
732,61.0,43.25
733,61.083333333333336,43.25
734,61.166666666666664,43.25
735,61.25,43.5
736,61.333333333333336,43.5
737,61.416666666666664,41.40625
738,61.5,41.40625
739,61.583333333333336,41.40625
740,61.666666666666664,41.65625
741,61.75,41.65625
742,61.833333333333336,40.09375
743,61.916666666666664,40.09375
744,62.0,40.625
745,62.083333333333336,41.65625
746,62.166666666666664,40.09375
747,62.25,39.84375
748,62.333333333333336,40.875
749,62.416666666666664,40.875
750,62.5,39.84375
751,62.583333333333336,40.09375
752,62.666666666666664,41.125
753,62.75,41.125
754,62.833333333333336,41.375
755,62.916666666666664,41.375
756,63.0,40.59375
757,63.083333333333336,40.59375
758,63.166666666666664,43.1875
759,63.25,45.0
760,63.333333333333336,45.0
761,63.416666666666664,43.96875
762,63.5,43.96875
763,63.583333333333336,43.96875
764,63.666666666666664,44.21875
765,63.75,45.78125
766,63.833333333333336,45.28125
767,63.916666666666664,45.03125
768,64.0,45.28125
769,64.08333333333333,43.46875
770,64.16666666666667,43.71875
771,64.25,45.0
772,64.33333333333333,45.0
773,64.41666666666667,45.0
774,64.5,45.0
775,64.58333333333333,45.78125
776,64.66666666666667,46.03125
777,64.75,46.8125
778,64.83333333333333,46.8125
779,64.91666666666667,46.3125
780,65.0,46.3125
781,65.08333333333333,46.03125
782,65.16666666666667,48.375
783,65.25,48.375
784,65.33333333333333,46.03125
785,65.41666666666667,44.75
786,65.5,44.75
787,65.58333333333333,45.0
788,65.66666666666667,43.96875
789,65.75,44.21875
790,65.83333333333333,43.96875
791,65.91666666666667,43.71875
792,66.0,43.71875
793,66.08333333333333,43.46875
794,66.16666666666667,43.46875
795,66.25,44.5
796,66.33333333333333,44.75
797,66.41666666666667,44.5
798,66.5,46.3125
799,66.58333333333333,46.0625
800,66.66666666666667,45.28125
801,66.75,45.78125
802,66.83333333333333,45.78125
803,66.91666666666667,44.21875
804,67.0,43.4375
805,67.08333333333333,43.4375
806,67.16666666666667,43.96875
807,67.25,45.53125
808,67.33333333333333,44.0
809,67.41666666666667,44.0
810,67.5,44.25
811,67.58333333333333,45.28125
812,67.66666666666667,45.53125
813,67.75,44.21875
814,67.83333333333333,46.8125
815,67.91666666666667,45.78125
816,68.0,45.78125
817,68.08333333333333,45.78125
818,68.16666666666667,46.03125
819,68.25,45.25
820,68.33333333333333,46.03125
821,68.41666666666667,46.03125
822,68.5,45.53125
823,68.58333333333333,45.78125
824,68.66666666666667,45.78125
825,68.75,46.5625
826,68.83333333333333,46.8125
827,68.91666666666667,47.59375
828,69.0,46.8125
829,69.08333333333333,48.125
830,69.16666666666667,48.375
831,69.25,48.625
832,69.33333333333333,48.375
833,69.41666666666667,48.125
834,69.5,48.125
835,69.58333333333333,46.03125
836,69.66666666666667,46.28125
837,69.75,48.625
838,69.83333333333333,48.09375
839,69.91666666666667,49.125
840,70.0,49.125
841,70.08333333333333,49.375
842,70.16666666666667,47.5625
843,70.25,46.53125
844,70.33333333333333,46.28125
845,70.41666666666667,43.40625
846,70.5,43.40625
847,70.58333333333333,43.15625
848,70.66666666666667,43.15625
849,70.75,44.1875
850,70.83333333333333,44.4375
851,70.91666666666667,43.90625
852,71.0,43.65625
853,71.08333333333333,43.65625
854,71.16666666666667,44.4375
855,71.25,43.6875
856,71.33333333333333,43.6875
857,71.41666666666667,43.6875
858,71.5,42.90625
859,71.58333333333333,42.65625
860,71.66666666666667,44.71875
861,71.75,44.71875
862,71.83333333333333,47.0625
863,71.91666666666667,47.3125
864,72.0,47.3125
865,72.08333333333333,47.3125
866,72.16666666666667,49.125
867,72.25,49.125
868,72.33333333333333,48.59375
869,72.41666666666667,48.34375
870,72.5,48.09375
871,72.58333333333333,48.09375
872,72.66666666666667,49.125
873,72.75,48.84375
874,72.83333333333333,49.125
875,72.91666666666667,49.125
876,73.0,48.09375
877,73.08333333333333,48.09375
878,73.16666666666667,48.34375
879,73.25,50.9375
880,73.33333333333333,50.9375
881,73.41666666666667,50.9375
882,73.5,51.1875
883,73.58333333333333,53.0
884,73.66666666666667,52.46875
885,73.75,51.6875
886,73.83333333333333,51.6875
887,73.91666666666667,51.6875
888,74.0,51.6875
889,74.08333333333333,51.4375
890,74.16666666666667,53.0
891,74.25,52.75
892,74.33333333333333,52.75
893,74.41666666666667,52.75
894,74.5,51.96875
895,74.58333333333333,52.5
896,74.66666666666667,52.75
897,74.75,53.28125
898,74.83333333333333,53.53125
899,74.91666666666667,54.03125
900,75.0,53.25
901,75.08333333333333,52.75
902,75.16666666666667,52.5
903,75.25,52.75
904,75.33333333333333,52.75
905,75.41666666666667,54.84375
906,75.5,56.125
907,75.58333333333333,56.875
908,75.66666666666667,58.1875
909,75.75,58.1875
910,75.83333333333333,56.09375
911,75.91666666666667,56.875
912,76.0,56.875
913,76.08333333333333,54.53125
914,76.16666666666667,53.5
915,76.25,53.5
916,76.33333333333333,54.0
917,76.41666666666667,54.0
918,76.5,55.03125
919,76.58333333333333,55.03125
920,76.66666666666667,55.03125
921,76.75,56.59375
922,76.83333333333333,55.8125
923,76.91666666666667,54.25
924,77.0,55.03125
925,77.08333333333333,55.03125
926,77.16666666666667,55.03125
927,77.25,55.8125
928,77.33333333333333,55.8125
929,77.41666666666667,56.84375
930,77.5,57.09375
931,77.58333333333333,57.625
932,77.66666666666667,57.625
933,77.75,57.625
934,77.83333333333333,57.625
935,77.91666666666667,56.84375
936,78.0,58.40625
937,78.08333333333333,55.8125
938,78.16666666666667,55.5625
939,78.25,54.0
940,78.33333333333333,54.0
941,78.41666666666667,53.75
942,78.5,56.09375
943,78.58333333333333,56.34375
944,78.66666666666667,56.09375
945,78.75,56.09375
946,78.83333333333333,55.84375
947,78.91666666666667,55.59375
948,79.0,55.34375
949,79.08333333333333,55.625
950,79.16666666666667,55.875
951,79.25,55.34375
952,79.33333333333333,54.84375
953,79.41666666666667,54.0625
954,79.5,53.8125
955,79.58333333333333,54.0625
956,79.66666666666667,54.84375
957,79.75,55.09375
958,79.83333333333333,55.09375
959,79.91666666666667,55.34375
960,80.0,55.625
961,80.08333333333333,55.625
962,80.16666666666667,55.625
963,80.25,55.875
964,80.33333333333333,55.625
965,80.41666666666667,55.625
966,80.5,55.375
967,80.58333333333333,55.625
968,80.66666666666667,56.40625
969,80.75,56.65625
970,80.83333333333333,56.65625
971,80.91666666666667,56.65625
972,81.0,58.46875
973,81.08333333333333,58.46875
974,81.16666666666667,58.21875
975,81.25,57.96875
976,81.33333333333333,57.96875
977,81.41666666666667,59.28125
978,81.5,59.28125
979,81.58333333333333,59.28125
980,81.66666666666667,59.03125
981,81.75,58.25
982,81.83333333333333,58.5
983,81.91666666666667,58.5
984,82.0,59.28125
985,82.08333333333333,58.75
986,82.16666666666667,58.5
987,82.25,58.5
988,82.33333333333333,59.28125
989,82.41666666666667,59.28125
990,82.5,59.03125
991,82.58333333333333,60.0625
992,82.66666666666667,59.8125
993,82.75,59.8125
994,82.83333333333333,59.8125
995,82.91666666666667,59.5625
996,83.0,57.46875
997,83.08333333333333,57.46875
998,83.16666666666667,58.0
999,83.25,57.75
1000,83.33333333333333,57.75
1001,83.41666666666667,56.1875
1002,83.5,55.9375
1003,83.58333333333333,58.78125
1004,83.66666666666667,58.78125
1005,83.75,58.53125
1006,83.83333333333333,58.53125
1007,83.91666666666667,58.78125
1008,84.0,60.34375
1009,84.08333333333333,58.0
1010,84.16666666666667,58.0
1011,84.25,56.96875
1012,84.33333333333333,56.71875
1013,84.41666666666667,56.96875
1014,84.5,56.71875
1015,84.58333333333333,56.96875
1016,84.66666666666667,57.21875
1017,84.75,56.96875
1018,84.83333333333333,56.96875
1019,84.91666666666667,56.96875
1020,85.0,56.96875
1021,85.08333333333333,58.53125
1022,85.16666666666667,58.53125
1023,85.25,58.78125
1024,85.33333333333333,58.0
1025,85.41666666666667,58.0
1026,85.5,58.0
1027,85.58333333333333,58.78125
1028,85.66666666666667,58.25
1029,85.75,58.25
1030,85.83333333333333,58.5
1031,85.91666666666667,54.59375
1032,86.0,54.0625
1033,86.08333333333333,55.34375
1034,86.16666666666667,52.75
1035,86.25,52.5
1036,86.33333333333333,52.5
1037,86.41666666666667,52.5
